id_produksi,tanggal,jam,id_mesin,nama_mesin,tipe_mesin,lokasi,id_operator,nama_operator,grup_shift,skill_level,id_material,jenis_bahan_baku,vendor_pemasok,setting_speed_rpm,suhu_mesin,output_qty_ok,reject_qty_ng
TRX-00135,2026-02-14,14:15,MSN-04,Stamping Press 04,Hydraulic Press,Line 2,OP-013,Joko Susanto,B,2,MAT-05,Galvanized Steel,PT Gunung Garuda,1650,75.8,941,35
TRX-00136,2026-02-14,22:45,MSN-06,Stamping Press 06,Servo Press,Line 3,OP-008,Rina Gunawan,C,1,MAT-05,Galvanized Steel,PT Gunung Garuda,1500,80.3,1497,44
TRX-00137,2026-02-15,14:15,MSN-05,Stamping Press 05,Servo Press,Line 3,OP-004,Dewi Setiawan,B,1,MAT-03,Aluminum Sheet,PT Inalum Sejahtera,1500,80.7,1291,59
TRX-00138,2026-02-15,08:30,MSN-07,Stamping Press 07,Mechanical Press,Line 1,OP-007,Hendra Hidayat,B,1,MAT-03,Aluminum Sheet,PT Inalum Sejahtera,1350,68.6,1154,41
TRX-00139,2026-02-15,22:45,MSN-05,Stamping Press 05,Servo Press,Line 3,OP-012,Wati Anggraini,A,2,MAT-03,Aluminum Sheet,PT Inalum Sejahtera,1350,82.2,851,33
TRX-00140,2026-02-16,07:00,MSN-06,Stamping Press 06,Servo Press,Line 3,OP-002,Andi Wijaya,C,3,MAT-02,Steel Coil,PT Krakatau Steel,1200,89.3,1468,56
TRX-00141,2026-02-16,14:15,MSN-05,Stamping Press 05,Servo Press,Line 3,OP-011,Bambang Wibowo,C,5,MAT-01,Steel Coil,PT Krakatau Steel,1200,67.0,838,11
TRX-00142,2026-02-17,6:45,MSN-03,Stamping Press 03,Hydraulic Press,Line 2,OP-014,Lestari Firmansyah,C,5,MAT-03,Aluminum Sheet,PT Inalum Sejahtera,1200,77.0,1143,41
TRX-00143,2026-02-17,15:45,MSN-03,Stamping Press 03,Hydraulic Press,Line 2,OP-008,Rina Gunawan,C,1,MAT-03,Aluminum Sheet,PT Inalum Sejahtera,1350,69.9,1463,11
TRX-00144,2026-02-17,22:30,MSN-04,Stamping Press 04,Hydraulic Press,Line 2,OP-014,Lestari Firmansyah,C,5,MAT-04,Aluminum Sheet,PT Inalum Sejahtera,1650,62.6,989,30
TRX-00145,2026-02-18,06:30,MSN-08,Stamping Press 08,Hydraulic Press,Line 2,OP-006,Agus Saputra,A,5,MAT-03,Aluminum Sheet,PT Inalum Sejahtera,1800,60.3,1041,7
TRX-00146,2026-02-18,08:15,MSN-05,Stamping Press 05,Servo Press,Line 3,OP-011,Bambang Wibowo,C,5,MAT-03,Aluminum Sheet,PT Inalum Sejahtera,1500,66.6,956,38
TRX-00147,2026-02-18,14:45,MSN-04,Stamping Press 04,Hydraulic Press,Line 2,OP-011,Bambang Wibowo,C,5,MAT-05,Galvanized Steel,PT Gunung Garuda,1200,75.8,1377,53
TRX-00148,2026-02-19,07:15,MSN-08,Stamping Press 08,Hydraulic Press,Line 2,OP-004,Dewi Setiawan,B,1,MAT-05,Galvanized Steel,PT Gunung Garuda,1650,75.3,1264,26
TRX-00149,2026-02-19,15:00,MSN-05,Stamping Press 05,Servo Press,Line 3,OP-007,Hendra Hidayat,B,1,MAT-03,Aluminum Sheet,PT Inalum Sejahtera,1200,78.2,1152,34
TRX-00150,2026-02-19,06:45,MSN-07,Stamping Press 07,Mechanical Press,Line 1,OP-003,Siti Pratama,A,2,MAT-04,Aluminum Sheet,PT Inalum Sejahtera,1500,71.5,1186,43
TRX-00151,2026-02-19,23:15,MSN-06,Stamping Press 06,Servo Press,Line 3,OP-009,Yusuf Permadi,A,2,MAT-04,Aluminum Sheet,PT Inalum Sejahtera,1800,89.4,823,29
TRX-00152,2026-02-20,15:45,MSN-04,Stamping Press 04,Hydraulic Press,Line 2,OP-006,Agus Saputra,A,5,MAT-02,Steel Coil,PT Krakatau Steel,1500,86.3,832,26
TRX-00153,2026-02-20,23:00,MSN-02,Stamping Press 02,Mechanical Press,Line 1,OP-001,Budi Santoso,B,1,MAT-04,Aluminum Sheet,PT Inalum Sejahtera,1800,86.2,845,14
TRX-00154,2026-02-20,07:00,MSN-05,Stamping Press 05,Servo Press,Line 3,OP-015,Hadi Rahmawati,A,1,MAT-05,Galvanized Steel,PT Gunung Garuda,1500,83.2,1042,9
TRX-00155,2026-02-20,15:15,MSN-05,Stamping Press 05,Servo Press,Line 3,OP-010,Fitri Nugroho,B,5,MAT-02,Steel Coil,PT Krakatau Steel,1650,61.4,1458,50
TRX-00156,2026-02-21,22:45,MSN-05,Stamping Press 05,Servo Press,Line 3,OP-013,Joko Susanto,B,2,MAT-05,Galvanized Steel,PT Gunung Garuda,1650,66.8,947,58
TRX-00157,2026-02-21,15:45,MSN-03,Stamping Press 03,Hydraulic Press,Line 2,OP-005,Rudi Kurniawan,C,2,MAT-02,Steel Coil,PT Krakatau Steel,1500,87.7,894,53
TRX-00158,2026-02-21,06:30,MSN-01,Stamping Press 01,Mechanical Press,Line 1,OP-004,Dewi Setiawan,B,1,MAT-05,Galvanized Steel,PT Gunung Garuda,1800,66.3,1110,0
TRX-00159,2026-02-21,7:00,MSN-08,Stamping Press 08,Hydraulic Press,Line 2,OP-012,Wati Anggraini,A,2,MAT-05,Galvanized Steel,PT Gunung Garuda,1350,67.2,1089,34
TRX-00160,2026-02-22,08:30,MSN-08,Stamping Press 08,Hydraulic Press,Line 2,OP-013,Joko Susanto,B,2,MAT-04,Aluminum Sheet,PT Inalum Sejahtera,1500,71.1,1376,47
TRX-00161,2026-02-22,6:30,MSN-07,Stamping Press 07,Mechanical Press,Line 1,OP-004,Dewi Setiawan,B,1,MAT-03,Aluminum Sheet,PT Inalum Sejahtera,1350,85.0,1470,21
TRX-00162,2026-02-22,23:45,MSN-08,Stamping Press 08,Hydraulic Press,Line 2,OP-012,Wati Anggraini,A,2,MAT-03,Aluminum Sheet,PT Inalum Sejahtera,1350,76.4,1355,3
TRX-00163,2026-02-22,6:00,MSN-01,Stamping Press 01,Mechanical Press,Line 1,OP-007,Hendra Hidayat,B,1,MAT-02,Steel Coil,PT Krakatau Steel,1350,64.5,1266,39
TRX-00164,2026-02-23,15:45,MSN-01,Stamping Press 01,Mechanical Press,Line 1,OP-009,Yusuf Permadi,A,2,MAT-04,Aluminum Sheet,PT Inalum Sejahtera,1200,81.7,1136,52
TRX-00165,2026-02-23,22:45,MSN-03,Stamping Press 03,Hydraulic Press,Line 2,OP-002,Andi Wijaya,C,3,MAT-05,Galvanized Steel,PT Gunung Garuda,1350,78.6,1162,25
TRX-00166,2026-02-23,08:45,MSN-04,Stamping Press 04,Hydraulic Press,Line 2,OP-004,Dewi Setiawan,B,1,MAT-03,Aluminum Sheet,PT Inalum Sejahtera,1200,85.7,895,24
TRX-00167,2026-02-23,14:00,MSN-03,Stamping Press 03,Hydraulic Press,Line 2,OP-014,Lestari Firmansyah,C,5,MAT-04,Aluminum Sheet,PT Inalum Sejahtera,1500,85.7,1340,14
TRX-00168,2026-02-24,15:45,MSN-02,Stamping Press 02,Mechanical Press,Line 1,OP-005,Rudi Kurniawan,C,2,MAT-05,Galvanized Steel,PT Gunung Garuda,1800,65.4,816,37
TRX-00169,2026-02-24,23:45,MSN-05,Stamping Press 05,Servo Press,Line 3,OP-004,Dewi Setiawan,B,1,MAT-05,Galvanized Steel,PT Gunung Garuda,1650,76.2,943,44
TRX-00170,2026-02-25,15:30,MSN-07,Stamping Press 07,Mechanical Press,Line 1,OP-002,Andi Wijaya,C,3,MAT-03,Aluminum Sheet,PT Inalum Sejahtera,1800,88.6,1167,17
TRX-00171,2026-02-25,14:15,MSN-07,Stamping Press 07,Mechanical Press,Line 1,OP-011,Bambang Wibowo,C,5,MAT-05,Galvanized Steel,PT Gunung Garuda,1650,78.6,875,9
TRX-00172,2026-02-25,22:15,MSN-06,Stamping Press 06,Servo Press,Line 3,OP-002,Andi Wijaya,C,3,MAT-01,Steel Coil,PT Krakatau Steel,1500,82.8,889,28
TRX-00173,2026-02-25,15:45,MSN-02,Stamping Press 02,Mechanical Press,Line 1,OP-002,Andi Wijaya,C,3,MAT-05,Galvanized Steel,PT Gunung Garuda,1800,81.9,1223,5
TRX-00174,2026-02-26,7:15,MSN-03,Stamping Press 03,Hydraulic Press,Line 2,OP-005,Rudi Kurniawan,C,2,MAT-03,Aluminum Sheet,PT Inalum Sejahtera,1650,65.0,1106,4
TRX-00175,2026-02-26,8:15,MSN-08,Stamping Press 08,Hydraulic Press,Line 2,OP-004,Dewi Setiawan,B,1,MAT-04,Aluminum Sheet,PT Inalum Sejahtera,1200,60.2,1435,55
TRX-00176,2026-02-26,14:30,MSN-03,Stamping Press 03,Hydraulic Press,Line 2,OP-010,Fitri Nugroho,B,5,MAT-02,Steel Coil,PT Krakatau Steel,1650,88.9,1098,40
TRX-00177,2026-02-26,15:15,MSN-05,Stamping Press 05,Servo Press,Line 3,OP-007,Hendra Hidayat,B,1,MAT-03,Aluminum Sheet,PT Inalum Sejahtera,1200,66.0,984,35
TRX-00178,2026-02-27,14:15,MSN-05,Stamping Press 05,Servo Press,Line 3,OP-002,Andi Wijaya,C,3,MAT-04,Aluminum Sheet,PT Inalum Sejahtera,1650,69.1,957,50
TRX-00179,2026-02-27,6:45,MSN-08,Stamping Press 08,Hydraulic Press,Line 2,OP-009,Yusuf Permadi,A,2,MAT-05,Galvanized Steel,PT Gunung Garuda,1650,83.7,1349,58
TRX-00180,2026-02-28,23:15,MSN-06,Stamping Press 06,Servo Press,Line 3,OP-010,Fitri Nugroho,B,5,MAT-01,Steel Coil,PT Krakatau Steel,1800,80.3,1139,27
TRX-00181,2026-02-28,06:00,MSN-04,Stamping Press 04,Hydraulic Press,Line 2,OP-007,Hendra Hidayat,B,1,MAT-04,Aluminum Sheet,PT Inalum Sejahtera,1800,64.5,1294,26
TRX-00182,2026-03-01,23:15,MSN-06,Stamping Press 06,Servo Press,Line 3,OP-004,Dewi Setiawan,B,1,MAT-05,Galvanized Steel,PT Gunung Garuda,1650,62.9,1263,19
TRX-00183,2026-03-01,23:00,MSN-06,Stamping Press 06,Servo Press,Line 3,OP-011,Bambang Wibowo,C,5,MAT-02,Steel Coil,PT Krakatau Steel,1350,76.6,1236,14
TRX-00184,2026-03-02,7:15,MSN-07,Stamping Press 07,Mechanical Press,Line 1,OP-012,Wati Anggraini,A,2,MAT-05,Galvanized Steel,PT Gunung Garuda,1350,74.6,1019,48
TRX-00185,2026-03-02,23:00,MSN-03,Stamping Press 03,Hydraulic Press,Line 2,OP-004,Dewi Setiawan,B,1,MAT-04,Aluminum Sheet,PT Inalum Sejahtera,1200,85.9,1454,24
TRX-00186,2026-03-02,14:00,MSN-08,Stamping Press 08,Hydraulic Press,Line 2,OP-014,Lestari Firmansyah,C,5,MAT-03,Aluminum Sheet,PT Inalum Sejahtera,1800,80.2,1044,11
TRX-00187,2026-03-03,07:45,MSN-03,Stamping Press 03,Hydraulic Press,Line 2,OP-007,Hendra Hidayat,B,1,MAT-02,Steel Coil,PT Krakatau Steel,1650,80.8,977,31
TRX-00188,2026-03-03,07:15,MSN-08,Stamping Press 08,Hydraulic Press,Line 2,OP-014,Lestari Firmansyah,C,5,MAT-03,Aluminum Sheet,PT Inalum Sejahtera,1200,65.9,1375,31
TRX-00189,2026-03-03,22:45,MSN-08,Stamping Press 08,Hydraulic Press,Line 2,OP-002,Andi Wijaya,C,3,MAT-05,Galvanized Steel,PT Gunung Garuda,1200,76.4,1030,10
TRX-00190,2026-03-04,22:45,MSN-02,Stamping Press 02,Mechanical Press,Line 1,OP-005,Rudi Kurniawan,C,2,MAT-05,Galvanized Steel,PT Gunung Garuda,1500,82.7,1251,27
TRX-00191,2026-03-04,22:15,MSN-01,Stamping Press 01,Mechanical Press,Line 1,OP-006,Agus Saputra,A,5,MAT-01,Steel Coil,PT Krakatau Steel,1650,63.5,1014,37
TRX-00192,2026-03-04,08:45,MSN-03,Stamping Press 03,Hydraulic Press,Line 2,OP-014,Lestari Firmansyah,C,5,MAT-02,Steel Coil,PT Krakatau Steel,1200,76.0,972,45
TRX-00193,2026-03-05,15:30,MSN-02,Stamping Press 02,Mechanical Press,Line 1,OP-013,Joko Susanto,B,2,MAT-04,Aluminum Sheet,PT Inalum Sejahtera,1200,86.0,935,45
TRX-00194,2026-03-05,23:15,MSN-07,Stamping Press 07,Mechanical Press,Line 1,OP-010,Fitri Nugroho,B,5,MAT-03,Aluminum Sheet,PT Inalum Sejahtera,1650,62.3,895,47
TRX-00195,2026-03-05,22:30,MSN-08,Stamping Press 08,Hydraulic Press,Line 2,OP-001,Budi Santoso,B,1,MAT-01,Steel Coil,PT Krakatau Steel,1650,80.9,1347,27
TRX-00196,2026-03-06,8:30,MSN-06,Stamping Press 06,Servo Press,Line 3,OP-003,Siti Pratama,A,2,MAT-05,Galvanized Steel,PT Gunung Garuda,1650,86.8,847,50
TRX-00197,2026-03-06,6:00,MSN-03,Stamping Press 03,Hydraulic Press,Line 2,OP-001,Budi Santoso,B,1,MAT-04,Aluminum Sheet,PT Inalum Sejahtera,1350,87.3,1109,59
TRX-00198,2026-03-07,22:30,MSN-06,Stamping Press 06,Servo Press,Line 3,OP-011,Bambang Wibowo,C,5,MAT-02,Steel Coil,PT Krakatau Steel,1200,69.2,1039,5
TRX-00199,2026-03-07,06:00,MSN-02,Stamping Press 02,Mechanical Press,Line 1,OP-004,Dewi Setiawan,B,1,MAT-05,Galvanized Steel,PT Gunung Garuda,1650,80.9,1232,30
TRX-00200,2026-03-07,07:45,MSN-02,Stamping Press 02,Mechanical Press,Line 1,OP-006,Agus Saputra,A,5,MAT-03,Aluminum Sheet,PT Inalum Sejahtera,1350,84.4,1456,9
TRX-00201,2026-03-08,15:00,MSN-03,Stamping Press 03,Hydraulic Press,Line 2,OP-012,Wati Anggraini,A,2,MAT-02,Steel Coil,PT Krakatau Steel,1350,78.5,1022,6
TRX-00202,2026-03-08,23:00,MSN-07,Stamping Press 07,Mechanical Press,Line 1,OP-007,Hendra Hidayat,B,1,MAT-03,Aluminum Sheet,PT Inalum Sejahtera,1350,79.3,1415,38
TRX-00203,2026-03-09,06:30,MSN-04,Stamping Press 04,Hydraulic Press,Line 2,OP-005,Rudi Kurniawan,C,2,MAT-01,Steel Coil,PT Krakatau Steel,1350,63.4,1408,56
TRX-00204,2026-03-09,08:30,MSN-07,Stamping Press 07,Mechanical Press,Line 1,OP-011,Bambang Wibowo,C,5,MAT-02,Steel Coil,PT Krakatau Steel,1650,74.6,1167,13
TRX-00205,2026-03-09,6:45,MSN-07,Stamping Press 07,Mechanical Press,Line 1,OP-007,Hendra Hidayat,B,1,MAT-01,Steel Coil,PT Krakatau Steel,1800,74.6,880,13
TRX-00206,2026-03-10,8:45,MSN-02,Stamping Press 02,Mechanical Press,Line 1,OP-007,Hendra Hidayat,B,1,MAT-02,Steel Coil,PT Krakatau Steel,1200,87.7,1426,19
TRX-00207,2026-03-10,22:15,MSN-03,Stamping Press 03,Hydraulic Press,Line 2,OP-003,Siti Pratama,A,2,MAT-04,Aluminum Sheet,PT Inalum Sejahtera,1500,83.5,970,47
TRX-00208,2026-03-11,06:00,MSN-07,Stamping Press 07,Mechanical Press,Line 1,OP-002,Andi Wijaya,C,3,MAT-03,Aluminum Sheet,PT Inalum Sejahtera,1800,74.9,856,36
TRX-00209,2026-03-11,08:15,MSN-02,Stamping Press 02,Mechanical Press,Line 1,OP-011,Bambang Wibowo,C,5,MAT-01,Steel Coil,PT Krakatau Steel,1350,60.1,812,30
TRX-00210,2026-03-11,14:15,MSN-01,Stamping Press 01,Mechanical Press,Line 1,OP-015,Hadi Rahmawati,A,1,MAT-04,Aluminum Sheet,PT Inalum Sejahtera,1350,72.5,1077,36
TRX-00211,2026-03-12,15:00,MSN-01,Stamping Press 01,Mechanical Press,Line 1,OP-002,Andi Wijaya,C,3,MAT-04,Aluminum Sheet,PT Inalum Sejahtera,1500,73.0,1136,12
TRX-00212,2026-03-12,15:30,MSN-04,Stamping Press 04,Hydraulic Press,Line 2,OP-010,Fitri Nugroho,B,5,MAT-04,Aluminum Sheet,PT Inalum Sejahtera,1350,76.4,1177,26
TRX-00213,2026-03-12,7:30,MSN-01,Stamping Press 01,Mechanical Press,Line 1,OP-001,Budi Santoso,B,1,MAT-04,Aluminum Sheet,PT Inalum Sejahtera,1500,75.9,1303,9
TRX-00214,2026-03-13,6:00,MSN-07,Stamping Press 07,Mechanical Press,Line 1,OP-006,Agus Saputra,A,5,MAT-04,Aluminum Sheet,PT Inalum Sejahtera,1200,75.2,1203,36
TRX-00215,2026-03-13,14:15,MSN-05,Stamping Press 05,Servo Press,Line 3,OP-015,Hadi Rahmawati,A,1,MAT-04,Aluminum Sheet,PT Inalum Sejahtera,1500,78.2,1007,49
TRX-00216,2026-03-13,06:15,MSN-08,Stamping Press 08,Hydraulic Press,Line 2,OP-007,Hendra Hidayat,B,1,MAT-01,Steel Coil,PT Krakatau Steel,1800,83.1,1274,7
TRX-00217,2026-03-13,7:30,MSN-01,Stamping Press 01,Mechanical Press,Line 1,OP-014,Lestari Firmansyah,C,5,MAT-03,Aluminum Sheet,PT Inalum Sejahtera,1350,67.4,1325,19
TRX-00218,2026-03-14,6:45,MSN-04,Stamping Press 04,Hydraulic Press,Line 2,OP-002,Andi Wijaya,C,3,MAT-02,Steel Coil,PT Krakatau Steel,1200,84.9,933,25
TRX-00219,2026-03-14,22:00,MSN-05,Stamping Press 05,Servo Press,Line 3,OP-002,Andi Wijaya,C,3,MAT-01,Steel Coil,PT Krakatau Steel,1200,79.4,894,53
TRX-00220,2026-03-14,6:00,MSN-01,Stamping Press 01,Mechanical Press,Line 1,OP-010,Fitri Nugroho,B,5,MAT-04,Aluminum Sheet,PT Inalum Sejahtera,1650,71.5,1162,11
TRX-00221,2026-03-15,14:15,MSN-04,Stamping Press 04,Hydraulic Press,Line 2,OP-008,Rina Gunawan,C,1,MAT-04,Aluminum Sheet,PT Inalum Sejahtera,1800,62.6,1229,56
TRX-00222,2026-03-15,7:00,MSN-06,Stamping Press 06,Servo Press,Line 3,OP-013,Joko Susanto,B,2,MAT-04,Aluminum Sheet,PT Inalum Sejahtera,1500,75.1,1139,38
TRX-00223,2026-03-15,06:30,MSN-08,Stamping Press 08,Hydraulic Press,Line 2,OP-013,Joko Susanto,B,2,MAT-05,Galvanized Steel,PT Gunung Garuda,1350,63.0,1072,50
TRX-00224,2026-03-16,23:15,MSN-07,Stamping Press 07,Mechanical Press,Line 1,OP-014,Lestari Firmansyah,C,5,MAT-02,Steel Coil,PT Krakatau Steel,1350,69.5,1167,1
TRX-00225,2026-03-16,22:30,MSN-03,Stamping Press 03,Hydraulic Press,Line 2,OP-004,Dewi Setiawan,B,1,MAT-04,Aluminum Sheet,PT Inalum Sejahtera,1800,74.7,1038,1
TRX-00226,2026-03-16,14:00,MSN-04,Stamping Press 04,Hydraulic Press,Line 2,OP-006,Agus Saputra,A,5,MAT-02,Steel Coil,PT Krakatau Steel,1500,64.4,945,54
TRX-00227,2026-03-16,23:30,MSN-06,Stamping Press 06,Servo Press,Line 3,OP-011,Bambang Wibowo,C,5,MAT-04,Aluminum Sheet,PT Inalum Sejahtera,1800,69.1,961,27
TRX-00228,2026-03-17,22:30,MSN-06,Stamping Press 06,Servo Press,Line 3,OP-010,Fitri Nugroho,B,5,MAT-02,Steel Coil,PT Krakatau Steel,1650,80.7,801,60
TRX-00229,2026-03-17,14:00,MSN-06,Stamping Press 06,Servo Press,Line 3,OP-010,Fitri Nugroho,B,5,MAT-02,Steel Coil,PT Krakatau Steel,1800,74.9,879,20
TRX-00230,2026-03-17,22:00,MSN-06,Stamping Press 06,Servo Press,Line 3,OP-005,Rudi Kurniawan,C,2,MAT-02,Steel Coil,PT Krakatau Steel,1350,70.5,801,28
TRX-00231,2026-03-17,14:15,MSN-08,Stamping Press 08,Hydraulic Press,Line 2,OP-006,Agus Saputra,A,5,MAT-05,Galvanized Steel,PT Gunung Garuda,1650,74.4,1466,14
TRX-00232,2026-03-18,06:00,MSN-06,Stamping Press 06,Servo Press,Line 3,OP-002,Andi Wijaya,C,3,MAT-01,Steel Coil,PT Krakatau Steel,1500,71.3,1360,5
TRX-00233,2026-03-18,15:45,MSN-07,Stamping Press 07,Mechanical Press,Line 1,OP-003,Siti Pratama,A,2,MAT-05,Galvanized Steel,PT Gunung Garuda,1650,63.0,994,35
TRX-00234,2026-03-19,15:30,MSN-05,Stamping Press 05,Servo Press,Line 3,OP-001,Budi Santoso,B,1,MAT-04,Aluminum Sheet,PT Inalum Sejahtera,1800,78.2,803,18
TRX-00235,2026-03-19,22:45,MSN-01,Stamping Press 01,Mechanical Press,Line 1,OP-011,Bambang Wibowo,C,5,MAT-03,Aluminum Sheet,PT Inalum Sejahtera,1200,63.5,1282,42
TRX-00236,2026-03-19,06:45,MSN-07,Stamping Press 07,Mechanical Press,Line 1,OP-008,Rina Gunawan,C,1,MAT-01,Steel Coil,PT Krakatau Steel,1500,67.9,1377,48
TRX-00237,2026-03-19,22:00,MSN-06,Stamping Press 06,Servo Press,Line 3,OP-007,Hendra Hidayat,B,1,MAT-05,Galvanized Steel,PT Gunung Garuda,1350,85.2,1228,43
TRX-00238,2026-03-20,07:45,MSN-07,Stamping Press 07,Mechanical Press,Line 1,OP-012,Wati Anggraini,A,2,MAT-01,Steel Coil,PT Krakatau Steel,1800,75.5,1435,60
TRX-00239,2026-03-20,7:15,MSN-04,Stamping Press 04,Hydraulic Press,Line 2,OP-007,Hendra Hidayat,B,1,MAT-01,Steel Coil,PT Krakatau Steel,1650,84.7,1409,58
TRX-00240,2026-03-20,23:00,MSN-07,Stamping Press 07,Mechanical Press,Line 1,OP-014,Lestari Firmansyah,C,5,MAT-03,Aluminum Sheet,PT Inalum Sejahtera,1800,86.2,1438,50
TRX-00241,2026-03-21,14:15,MSN-02,Stamping Press 02,Mechanical Press,Line 1,OP-010,Fitri Nugroho,B,5,MAT-01,Steel Coil,PT Krakatau Steel,1500,86.4,1070,31
TRX-00242,2026-03-21,15:45,MSN-05,Stamping Press 05,Servo Press,Line 3,OP-010,Fitri Nugroho,B,5,MAT-05,Galvanized Steel,PT Gunung Garuda,1650,86.7,1043,30
TRX-00243,2026-03-21,08:00,MSN-05,Stamping Press 05,Servo Press,Line 3,OP-014,Lestari Firmansyah,C,5,MAT-04,Aluminum Sheet,PT Inalum Sejahtera,1200,66.8,1253,20
TRX-00244,2026-03-22,14:00,MSN-04,Stamping Press 04,Hydraulic Press,Line 2,OP-007,Hendra Hidayat,B,1,MAT-04,Aluminum Sheet,PT Inalum Sejahtera,1800,84.6,962,45
TRX-00245,2026-03-22,14:15,MSN-01,Stamping Press 01,Mechanical Press,Line 1,OP-015,Hadi Rahmawati,A,1,MAT-02,Steel Coil,PT Krakatau Steel,1200,73.7,1003,52
TRX-00246,2026-03-22,15:45,MSN-02,Stamping Press 02,Mechanical Press,Line 1,OP-004,Dewi Setiawan,B,1,MAT-03,Aluminum Sheet,PT Inalum Sejahtera,1650,65.3,1400,22
TRX-00247,2026-03-23,22:00,MSN-07,Stamping Press 07,Mechanical Press,Line 1,OP-014,Lestari Firmansyah,C,5,MAT-05,Galvanized Steel,PT Gunung Garuda,1350,79.4,1075,32
TRX-00248,2026-03-23,23:00,MSN-03,Stamping Press 03,Hydraulic Press,Line 2,OP-010,Fitri Nugroho,B,5,MAT-01,Steel Coil,PT Krakatau Steel,1350,84.2,1458,57
TRX-00249,2026-03-24,14:30,MSN-05,Stamping Press 05,Servo Press,Line 3,OP-014,Lestari Firmansyah,C,5,MAT-05,Galvanized Steel,PT Gunung Garuda,1650,60.2,1183,38
TRX-00250,2026-03-24,8:30,MSN-08,Stamping Press 08,Hydraulic Press,Line 2,OP-005,Rudi Kurniawan,C,2,MAT-03,Aluminum Sheet,PT Inalum Sejahtera,1500,81.3,1105,33
TRX-00251,2026-03-24,6:45,MSN-03,Stamping Press 03,Hydraulic Press,Line 2,OP-011,Bambang Wibowo,C,5,MAT-04,Aluminum Sheet,PT Inalum Sejahtera,1500,72.6,836,36
TRX-00252,2026-03-25,22:15,MSN-08,Stamping Press 08,Hydraulic Press,Line 2,OP-011,Bambang Wibowo,C,5,MAT-03,Aluminum Sheet,PT Inalum Sejahtera,1800,65.1,1371,6
TRX-00253,2026-03-25,7:30,MSN-03,Stamping Press 03,Hydraulic Press,Line 2,OP-015,Hadi Rahmawati,A,1,MAT-03,Aluminum Sheet,PT Inalum Sejahtera,1200,66.7,1230,21
TRX-00254,2026-03-26,15:30,MSN-02,Stamping Press 02,Mechanical Press,Line 1,OP-014,Lestari Firmansyah,C,5,MAT-05,Galvanized Steel,PT Gunung Garuda,1800,62.1,1312,43
TRX-00255,2026-03-26,15:30,MSN-03,Stamping Press 03,Hydraulic Press,Line 2,OP-004,Dewi Setiawan,B,1,MAT-03,Aluminum Sheet,PT Inalum Sejahtera,1650,86.8,946,45
TRX-00256,2026-03-26,23:00,MSN-03,Stamping Press 03,Hydraulic Press,Line 2,OP-001,Budi Santoso,B,1,MAT-01,Steel Coil,PT Krakatau Steel,1650,82.8,962,48
TRX-00257,2026-03-27,15:45,MSN-07,Stamping Press 07,Mechanical Press,Line 1,OP-008,Rina Gunawan,C,1,MAT-04,Aluminum Sheet,PT Inalum Sejahtera,1200,66.0,814,48
TRX-00258,2026-03-27,7:00,MSN-04,Stamping Press 04,Hydraulic Press,Line 2,OP-015,Hadi Rahmawati,A,1,MAT-03,Aluminum Sheet,PT Inalum Sejahtera,1500,71.5,971,2
TRX-00259,2026-03-28,14:30,MSN-03,Stamping Press 03,Hydraulic Press,Line 2,OP-015,Hadi Rahmawati,A,1,MAT-04,Aluminum Sheet,PT Inalum Sejahtera,1500,64.9,1102,14
TRX-00260,2026-03-28,7:15,MSN-03,Stamping Press 03,Hydraulic Press,Line 2,OP-012,Wati Anggraini,A,2,MAT-01,Steel Coil,PT Krakatau Steel,1650,67.7,849,3
TRX-00261,2026-03-28,06:00,MSN-02,Stamping Press 02,Mechanical Press,Line 1,OP-007,Hendra Hidayat,B,1,MAT-01,Steel Coil,PT Krakatau Steel,1800,81.1,1108,26
TRX-00262,2026-03-29,22:30,MSN-03,Stamping Press 03,Hydraulic Press,Line 2,OP-015,Hadi Rahmawati,A,1,MAT-01,Steel Coil,PT Krakatau Steel,1800,63.5,908,38
TRX-00263,2026-03-29,23:30,MSN-04,Stamping Press 04,Hydraulic Press,Line 2,OP-007,Hendra Hidayat,B,1,MAT-03,Aluminum Sheet,PT Inalum Sejahtera,1350,74.9,1292,0
TRX-00264,2026-03-29,22:00,MSN-08,Stamping Press 08,Hydraulic Press,Line 2,OP-002,Andi Wijaya,C,3,MAT-05,Galvanized Steel,PT Gunung Garuda,1200,63.0,1036,18
TRX-00265,2026-03-29,14:00,MSN-03,Stamping Press 03,Hydraulic Press,Line 2,OP-014,Lestari Firmansyah,C,5,MAT-03,Aluminum Sheet,PT Inalum Sejahtera,1500,69.4,897,56
TRX-00266,2026-03-30,23:15,MSN-03,Stamping Press 03,Hydraulic Press,Line 2,OP-015,Hadi Rahmawati,A,1,MAT-04,Aluminum Sheet,PT Inalum Sejahtera,1800,82.0,1150,25
TRX-00267,2026-03-30,14:30,MSN-08,Stamping Press 08,Hydraulic Press,Line 2,OP-011,Bambang Wibowo,C,5,MAT-02,Steel Coil,PT Krakatau Steel,1200,81.8,963,58
TRX-00268,2026-03-31,23:45,MSN-07,Stamping Press 07,Mechanical Press,Line 1,OP-010,Fitri Nugroho,B,5,MAT-01,Steel Coil,PT Krakatau Steel,1350,74.6,1251,16
